moisture_active1,moisture_active2,oxygen,lid,co2,time_stamp,device_id,temperature_curing1,temperature_curing2,moisture_curing1,moisture_curing2,automation_active,methane,temperature_active1,temperature_active2,temperature_active3,temperature_active4
47,18,11.32474136,close,6407,3/07/2024 21:06,YJWCHg,0,0,28,40,FALSE,937,26,25,30,26
45,19,11.33143997,close,6344,3/07/2024 21:06,YJWCHg,0,0,137,38,FALSE,713,26,25,30,26
50,22,11.33459187,close,6522,3/07/2024 21:06,YJWCHg,0,0,34,39,FALSE,916,26,25,30,26
49,19,11.32986355,close,6424,3/07/2024 21:06,YJWCHg,0,0,112,39,FALSE,841,26,25,30,26
50,19,11.32986355,close,6463,3/07/2024 21:06,YJWCHg,0,0,54,40,FALSE,827,26,25,30,26
54,39,11.33380413,close,6380,3/07/2024 21:06,YJWCHg,0,0,66,39,FALSE,907,26,25,30,26
49,19,11.33065224,close,6405,3/07/2024 21:06,YJWCHg,0,0,141,40,FALSE,938,26,25,30,26
53,19,11.32868195,close,6417,3/07/2024 21:06,YJWCHg,0,0,29,39,FALSE,853,26,25,30,26
50,19,11.34148693,close,6463,3/07/2024 21:06,YJWCHg,0,0,51,38,FALSE,924,26,25,30,26
50,19,11.36906624,close,6376,3/07/2024 21:06,YJWCHg,0,0,137,38,FALSE,892,26,25,30,26
50,19,11.36749077,close,6307,3/07/2024 21:06,YJWCHg,0,0,56,39,FALSE,926,26,25,30,26
48,20,11.3812809,close,6327,3/07/2024 21:07,YJWCHg,0,0,49,38,FALSE,903,26,25,30,26
50,19,11.38443279,close,6446,3/07/2024 21:07,YJWCHg,0,0,133,37,FALSE,913,26,25,30,26
47,20,11.38640308,close,6446,3/07/2024 21:07,YJWCHg,0,0,105,39,FALSE,912,26,25,30,26
50,19,11.39270687,close,6336,3/07/2024 21:07,YJWCHg,0,0,51,38,FALSE,1073,26,25,30,26
50,18,11.41181564,close,6390,3/07/2024 21:07,YJWCHg,0,0,46,38,FALSE,877,26,25,30,26
50,21,11.40157127,close,6415,3/07/2024 21:07,YJWCHg,0,0,150,40,FALSE,957,26,25,30,26
51,19,11.40708733,close,6407,3/07/2024 21:07,YJWCHg,0,0,75,39,FALSE,886,26,25,30,26
60,19,11.37852287,close,6380,3/07/2024 21:07,YJWCHg,0,0,31,34,FALSE,859,26,25,30,26
50,19,11.35094261,close,6444,3/07/2024 21:07,YJWCHg,0,0,82,38,FALSE,804,26,25,30,26
48,20,11.35015488,close,6432,3/07/2024 21:07,YJWCHg,0,0,107,39,FALSE,877,26,25,30,26
51,20,11.32572651,close,6351,3/07/2024 21:07,YJWCHg,0,0,50,40,FALSE,1378,26,25,30,26
49,19,11.32257462,close,6422,3/07/2024 21:07,YJWCHg,0,0,58,39,FALSE,858,26,25,30,26
49,19,11.31193733,close,6407,3/07/2024 21:07,YJWCHg,0,0,124,40,FALSE,873,26,25,30,26
54,19,11.31272507,close,6356,3/07/2024 21:07,YJWCHg,0,0,20,38,FALSE,893,26,25,30,26
48,20,11.30642128,close,6368,3/07/2024 21:07,YJWCHg,0,0,49,40,FALSE,584,26,25,30,26
51,19,11.30720901,close,6378,3/07/2024 21:07,YJWCHg,0,0,113,39,FALSE,891,26,25,30,26
50,18,11.30090523,close,6429,3/07/2024 21:08,YJWCHg,0,0,72,40,FALSE,1158,26,25,30,26
51,19,11.31607437,close,6368,3/07/2024 21:08,YJWCHg,0,0,49,39,FALSE,916,26,25,30,26
49,16,11.32946968,close,6446,3/07/2024 21:08,YJWCHg,0,0,131,39,FALSE,892,26,25,30,26
50,19,11.33478928,close,6434,3/07/2024 21:08,YJWCHg,0,0,103,40,FALSE,891,26,25,30,26
49,19,11.35448837,close,6405,3/07/2024 21:08,YJWCHg,0,0,33,39,FALSE,945,26,25,30,26
54,19,11.37064266,close,6361,3/07/2024 21:08,YJWCHg,0,0,61,38,FALSE,884,26,25,30,26
49,17,11.37497711,close,6442,3/07/2024 21:08,YJWCHg,0,0,143,39,FALSE,973,26,25,30,26
52,19,11.36788464,close,6241,3/07/2024 21:08,YJWCHg,0,0,82,36,FALSE,788,26,25,30,26
49,21,11.34877586,close,6634,3/07/2024 21:08,YJWCHg,0,0,32,39,FALSE,924,26,25,30,26
51,19,11.35823154,close,6361,3/07/2024 21:08,YJWCHg,0,0,136,40,FALSE,879,26,25,30,26
49,18,11.37084007,close,6346,3/07/2024 21:08,YJWCHg,0,0,114,39,FALSE,869,26,25,30,26
49,20,11.35882282,close,6366,3/07/2024 21:08,YJWCHg,0,0,33,39,FALSE,692,26,25,30,26
51,17,11.34227467,close,6385,3/07/2024 21:08,YJWCHg,0,0,71,39,FALSE,899,26,25,30,26
50,19,11.36236858,close,6378,3/07/2024 21:08,YJWCHg,0,0,100,38,FALSE,891,26,25,30,26
51,18,11.34897327,close,6207,3/07/2024 21:08,YJWCHg,0,0,58,39,FALSE,859,26,25,30,26
51,19,11.34542656,close,6354,3/07/2024 21:09,YJWCHg,0,0,45,39,FALSE,946,26,25,30,26
51,16,11.35173035,close,6400,3/07/2024 21:09,YJWCHg,0,0,114,39,FALSE,858,26,25,30,26
49,22,11.36098957,close,6432,3/07/2024 21:09,YJWCHg,0,0,75,40,FALSE,958,26,25,30,26
48,19,11.36650562,close,6442,3/07/2024 21:09,YJWCHg,0,0,45,36,FALSE,882,26,25,30,26
49,19,11.36965752,close,6451,3/07/2024 21:09,YJWCHg,0,0,150,38,FALSE,875,26,25,30,-127
50,18,11.36965752,close,6383,3/07/2024 21:09,YJWCHg,0,0,109,39,FALSE,985,26,25,30,26
50,21,11.37911415,close,6463,3/07/2024 21:09,YJWCHg,0,0,25,39,FALSE,916,26,25,30,26
48,21,11.38029575,close,6439,3/07/2024 21:09,YJWCHg,0,0,60,41,FALSE,886,26,25,30,26
50,21,11.36020184,close,6395,3/07/2024 21:09,YJWCHg,0,0,103,43,FALSE,728,26,25,30,26
48,20,11.37044525,close,6361,3/07/2024 21:09,YJWCHg,0,0,24,38,FALSE,847,26,25,30,26
50,18,11.35153389,close,6400,3/07/2024 21:09,YJWCHg,0,0,64,41,FALSE,827,26,25,30,26
49,25,11.34444141,close,6434,3/07/2024 21:09,YJWCHg,0,0,139,38,FALSE,885,26,25,30,26
50,19,11.3288784,close,6405,3/07/2024 21:09,YJWCHg,0,0,96,38,FALSE,877,26,25,30,26
51,18,11.32966709,close,6339,3/07/2024 21:09,YJWCHg,0,0,31,37,FALSE,1186,26,25,30,26
49,18,11.3265152,close,6351,3/07/2024 21:09,YJWCHg,0,0,36,40,FALSE,919,26,25,30,26
50,18,11.3265152,close,6424,3/07/2024 21:09,YJWCHg,0,0,102,39,FALSE,893,26,25,30,26
50,18,11.31331539,close,6368,3/07/2024 21:10,YJWCHg,0,0,147,39,FALSE,940,26,25,30,26
48,20,11.32868195,close,6400,3/07/2024 21:10,YJWCHg,0,0,101,39,FALSE,918,26,25,30,26
50,18,11.32927322,close,6366,3/07/2024 21:10,YJWCHg,0,0,42,39,FALSE,841,26,25,30,26
50,18,11.32809067,close,6393,3/07/2024 21:10,YJWCHg,0,0,38,40,FALSE,941,26,25,30,26
51,20,11.33124256,close,6351,3/07/2024 21:10,YJWCHg,0,0,131,40,FALSE,894,26,25,30,26
50,21,11.32572651,close,6358,3/07/2024 21:10,YJWCHg,0,0,98,41,FALSE,898,26,25,30,26
47,20,11.33203125,close,6417,3/07/2024 21:10,YJWCHg,0,0,22,40,FALSE,829,26,25,30,26
50,19,11.32257462,close,6341,3/07/2024 21:10,YJWCHg,0,0,66,39,FALSE,831,26,25,30,26
48,19,11.32178688,close,6478,3/07/2024 21:10,YJWCHg,0,0,150,44,FALSE,775,26,25,30,26
50,19,11.30917931,close,6324,3/07/2024 21:10,YJWCHg,0,0,83,38,FALSE,879,26,25,30,26
48,20,11.31292152,close,6442,3/07/2024 21:10,YJWCHg,0,0,35,39,FALSE,821,26,25,30,26
48,19,11.28297806,close,6434,3/07/2024 21:10,YJWCHg,0,0,150,39,FALSE,879,26,25,30,26
50,19,11.2794323,close,6383,3/07/2024 21:10,YJWCHg,0,0,101,40,FALSE,873,26,25,30,26
51,19,11.2806139,close,6363,3/07/2024 21:10,YJWCHg,0,0,35,39,FALSE,898,26,25,30,26
51,18,11.28376579,close,6368,3/07/2024 21:10,YJWCHg,0,0,63,28,FALSE,907,26,25,30,26
51,19,11.28612995,close,6368,3/07/2024 21:10,YJWCHg,0,0,121,40,FALSE,893,26,25,30,26
50,20,11.29637432,close,6368,3/07/2024 21:11,YJWCHg,0,0,139,40,FALSE,840,26,25,30,26
51,19,11.31213379,close,6346,3/07/2024 21:11,YJWCHg,0,0,74,38,FALSE,876,26,25,30,26
51,19,11.31962013,close,6351,3/07/2024 21:11,YJWCHg,0,0,30,39,FALSE,877,26,25,30,26
44,15,11.31646824,close,6556,3/07/2024 21:11,YJWCHg,0,0,92,39,FALSE,887,26,25,30,26
49,19,11.3070116,close,6393,3/07/2024 21:11,YJWCHg,0,0,147,38,FALSE,881,26,25,30,26
48,19,11.30819416,close,6451,3/07/2024 21:11,YJWCHg,0,0,87,39,FALSE,893,26,25,30,26
54,21,11.30267811,close,6432,3/07/2024 21:11,YJWCHg,0,0,37,39,FALSE,901,26,25,30,26
49,20,11.28691769,close,6380,3/07/2024 21:11,YJWCHg,0,0,50,39,FALSE,897,26,25,30,26
50,20,11.28415966,close,6402,3/07/2024 21:11,YJWCHg,0,0,82,40,FALSE,904,26,25,30,26
52,18,11.28810024,close,6410,3/07/2024 21:11,YJWCHg,0,0,102,39,FALSE,866,26,25,30,26
50,19,11.27864361,close,6307,3/07/2024 21:11,YJWCHg,0,0,42,40,FALSE,876,26,25,30,26
49,22,11.26918793,close,6454,3/07/2024 21:11,YJWCHg,0,0,53,39,FALSE,879,26,25,30,26
49,19,11.26249027,close,6451,3/07/2024 21:11,YJWCHg,0,0,111,40,FALSE,874,26,25,30,26
50,19,11.26879406,close,6361,3/07/2024 21:11,YJWCHg,0,0,96,39,FALSE,918,26,25,30,26
51,21,11.27233982,close,6402,3/07/2024 21:11,YJWCHg,0,0,26,39,FALSE,857,26,25,30,26
47,16,11.28849411,close,6439,3/07/2024 21:12,YJWCHg,0,0,113,41,FALSE,833,26,25,30,26
50,20,11.29322147,close,6427,3/07/2024 21:12,YJWCHg,0,0,130,40,FALSE,840,26,25,30,26
49,20,11.29716206,close,6366,3/07/2024 21:12,YJWCHg,0,0,69,39,FALSE,910,26,25,30,26
49,19,11.29676819,close,6490,3/07/2024 21:12,YJWCHg,0,0,25,38,FALSE,842,26,25,30,26
49,21,11.2806139,close,6395,3/07/2024 21:12,YJWCHg,0,0,94,38,FALSE,919,26,25,30,26
41,18,11.2794323,close,6796,3/07/2024 21:12,YJWCHg,0,0,150,40,FALSE,945,26,25,30,26
49,18,11.26367188,close,6405,3/07/2024 21:12,YJWCHg,0,0,91,40,FALSE,916,26,25,30,26
49,20,11.26367188,close,6461,3/07/2024 21:12,YJWCHg,0,0,30,40,FALSE,904,26,25,30,26
49,20,11.26051998,close,6390,3/07/2024 21:12,YJWCHg,0,0,55,39,FALSE,1042,26,25,30,26
50,18,11.26367188,close,6376,3/07/2024 21:12,YJWCHg,0,0,122,39,FALSE,876,26,25,30,26
50,19,11.26130772,close,6188,3/07/2024 21:12,YJWCHg,0,0,139,41,FALSE,948,26,25,30,26
51,19,11.26288414,close,6346,3/07/2024 21:12,YJWCHg,0,0,109,46,FALSE,897,26,25,30,26
47,20,11.26248932,close,6481,3/07/2024 21:12,YJWCHg,0,0,74,40,FALSE,901,26,25,30,26
50,20,11.27509785,close,6451,3/07/2024 21:12,YJWCHg,0,0,27,38,FALSE,792,26,25,30,26
50,19,11.2849474,close,6334,3/07/2024 21:12,YJWCHg,0,0,33,39,FALSE,929,26,25,30,26
50,31,11.28219032,close,6368,3/07/2024 21:12,YJWCHg,0,0,66,38,FALSE,1118,26,25,30,26
52,19,11.28534222,close,6336,3/07/2024 21:13,YJWCHg,0,0,146,39,FALSE,852,26,25,30,26
48,19,11.28022003,close,6402,3/07/2024 21:13,YJWCHg,0,0,97,40,FALSE,851,26,25,30,26
49,18,11.27549171,close,6351,3/07/2024 21:13,YJWCHg,0,0,41,38,FALSE,884,26,25,30,26
50,20,11.28652382,close,6368,3/07/2024 21:13,YJWCHg,0,0,36,40,FALSE,873,26,25,30,26
50,20,11.29203987,close,6429,3/07/2024 21:13,YJWCHg,0,0,53,38,FALSE,887,26,25,30,26
49,19,11.30583,close,6371,3/07/2024 21:13,YJWCHg,0,0,145,39,FALSE,1032,26,25,30,26
49,19,11.31134605,close,6349,3/07/2024 21:13,YJWCHg,0,0,97,39,FALSE,931,26,25,30,30
54,18,11.30110168,close,6346,3/07/2024 21:13,YJWCHg,0,0,14,41,FALSE,951,26,25,30,26
49,20,11.29755592,close,6515,3/07/2024 21:13,YJWCHg,0,0,48,40,FALSE,882,26,25,30,26
61,19,11.30070782,close,6681,3/07/2024 21:13,YJWCHg,0,0,150,41,FALSE,901,26,25,30,26
49,19,11.30622387,close,6356,3/07/2024 21:13,YJWCHg,0,0,104,37,FALSE,898,26,25,30,26
51,24,11.32080173,close,6346,3/07/2024 21:13,YJWCHg,0,0,32,40,FALSE,877,26,25,30,26
49,20,11.32671165,close,6407,3/07/2024 21:13,YJWCHg,0,0,39,39,FALSE,946,26,25,30,26
50,21,11.31607342,close,6371,3/07/2024 21:13,YJWCHg,0,0,115,38,FALSE,876,26,25,30,26
50,20,11.31055737,close,6283,3/07/2024 21:13,YJWCHg,0,0,121,40,FALSE,892,26,26,30,26
47,26,11.29676819,close,6366,3/07/2024 21:14,YJWCHg,0,0,94,38,FALSE,893,26,25,30,26
48,17,11.29401016,close,6371,3/07/2024 21:14,YJWCHg,0,0,56,39,FALSE,896,26,25,30,26
50,19,11.29322147,close,6368,3/07/2024 21:14,YJWCHg,0,0,47,39,FALSE,858,26,25,30,26
51,14,11.29676819,close,6344,3/07/2024 21:14,YJWCHg,0,0,123,38,FALSE,875,26,25,30,26
49,17,11.29992008,close,6315,3/07/2024 21:14,YJWCHg,0,0,99,39,FALSE,926,26,25,30,26
50,20,11.320014,close,6383,3/07/2024 21:14,YJWCHg,0,0,86,39,FALSE,832,26,25,30,26
48,20,11.30543613,close,6354,3/07/2024 21:14,YJWCHg,0,0,29,40,FALSE,892,26,25,30,26
48,19,11.31095219,close,6368,3/07/2024 21:14,YJWCHg,0,0,26,38,FALSE,918,26,25,30,26
50,19,11.3101635,close,6368,3/07/2024 21:14,YJWCHg,0,0,144,39,FALSE,905,26,25,30,26
47,18,11.3101635,close,6373,3/07/2024 21:14,YJWCHg,0,0,110,39,FALSE,897,26,25,30,26
51,20,11.31331635,close,6317,3/07/2024 21:14,YJWCHg,0,0,17,39,FALSE,914,26,25,30,26
50,20,11.3101635,close,6434,3/07/2024 21:14,YJWCHg,0,0,49,39,FALSE,1017,26,25,30,30
49,18,11.3211956,close,6302,3/07/2024 21:14,YJWCHg,0,0,150,38,FALSE,935,26,25,30,26
45,16,11.3243475,close,6351,3/07/2024 21:14,YJWCHg,0,0,107,39,FALSE,666,26,25,30,26
49,20,11.33380413,close,6378,3/07/2024 21:14,YJWCHg,0,0,93,39,FALSE,870,26,25,30,26
51,19,11.3288784,close,6412,3/07/2024 21:14,YJWCHg,0,0,24,40,FALSE,877,26,25,30,26
45,15,11.32139301,close,6346,3/07/2024 21:15,YJWCHg,0,0,55,39,FALSE,980,26,25,30,26
49,18,11.3178463,close,6368,3/07/2024 21:15,YJWCHg,0,0,136,40,FALSE,975,26,25,30,26
50,19,11.32493877,close,6344,3/07/2024 21:15,YJWCHg,0,0,125,40,FALSE,847,26,25,30,26
48,21,11.33675861,close,6334,3/07/2024 21:15,YJWCHg,0,0,104,39,FALSE,874,26,25,30,26
51,19,11.34030437,close,5894,3/07/2024 21:15,YJWCHg,0,0,34,39,FALSE,880,26,25,30,26
51,18,11.34660912,close,6376,3/07/2024 21:15,YJWCHg,0,0,31,40,FALSE,794,26,25,30,26
52,19,11.33715248,close,6336,3/07/2024 21:15,YJWCHg,0,0,53,38,FALSE,910,26,25,30,26
48,20,11.34345627,close,6424,3/07/2024 21:15,YJWCHg,0,0,84,40,FALSE,814,26,25,30,26
49,20,11.32809067,close,6366,3/07/2024 21:15,YJWCHg,0,0,132,39,FALSE,1170,26,25,30,30
51,15,11.320014,close,6564,3/07/2024 21:15,YJWCHg,0,0,107,39,FALSE,921,26,25,30,26
48,18,11.32749939,close,6415,3/07/2024 21:15,YJWCHg,0,0,91,40,FALSE,924,26,25,30,26
47,19,11.32749939,close,6302,3/07/2024 21:15,YJWCHg,0,0,28,40,FALSE,960,26,25,30,26
49,19,11.3211956,close,6349,3/07/2024 21:15,YJWCHg,0,0,59,40,FALSE,1009,26,25,30,26
49,18,11.30858803,close,6415,3/07/2024 21:15,YJWCHg,0,0,86,44,FALSE,873,26,25,30,26
50,19,11.29558563,close,6547,3/07/2024 21:15,YJWCHg,0,0,150,40,FALSE,940,26,25,30,26
49,20,11.2959795,close,6429,3/07/2024 21:15,YJWCHg,0,0,108,39,FALSE,877,26,25,30,26
50,25,11.28691769,close,6344,3/07/2024 21:16,YJWCHg,0,0,90,39,FALSE,760,26,25,30,26
50,20,11.27982616,close,6170,3/07/2024 21:16,YJWCHg,0,0,38,40,FALSE,750,26,25,30,26
51,19,11.27391624,close,6368,3/07/2024 21:16,YJWCHg,0,0,65,38,FALSE,882,26,25,30,26
51,19,11.28337193,close,6363,3/07/2024 21:16,YJWCHg,0,0,129,38,FALSE,936,26,25,30,26
49,18,11.28849411,close,6366,3/07/2024 21:16,YJWCHg,0,0,95,39,FALSE,934,26,25,30,26
49,20,11.28534222,close,6417,3/07/2024 21:16,YJWCHg,0,0,33,40,FALSE,833,26,25,30,26
51,19,11.29085827,close,6341,3/07/2024 21:16,YJWCHg,0,0,24,39,FALSE,821,26,25,30,26
49,19,11.29716206,close,6376,3/07/2024 21:16,YJWCHg,0,0,54,42,FALSE,862,26,25,30,26
48,19,11.30661774,close,6019,3/07/2024 21:16,YJWCHg,0,0,65,39,FALSE,924,26,25,30,26
48,20,11.30031395,close,6395,3/07/2024 21:16,YJWCHg,0,0,122,39,FALSE,885,26,25,30,26
45,18,11.30740547,close,6332,3/07/2024 21:16,YJWCHg,0,0,108,39,FALSE,914,26,25,30,26
49,19,11.30819416,close,6378,3/07/2024 21:16,YJWCHg,0,0,45,40,FALSE,875,26,25,30,26
48,18,11.320014,close,6368,3/07/2024 21:16,YJWCHg,0,0,35,39,FALSE,986,26,25,30,26
52,18,11.30425358,close,6346,3/07/2024 21:16,YJWCHg,0,0,54,38,FALSE,899,26,25,30,26
50,19,11.30425358,close,6395,3/07/2024 21:16,YJWCHg,0,0,105,39,FALSE,907,26,25,30,26
48,18,11.31705856,close,6393,3/07/2024 21:17,YJWCHg,0,0,141,40,FALSE,902,26,25,30,26
50,20,11.31705856,close,6439,3/07/2024 21:17,YJWCHg,0,0,103,39,FALSE,857,26,25,30,26
49,23,11.31055832,close,6493,3/07/2024 21:17,YJWCHg,0,0,42,40,FALSE,862,26,25,30,26
51,19,11.31449795,close,6459,3/07/2024 21:17,YJWCHg,0,0,24,39,FALSE,937,26,25,30,26
51,20,11.30780029,close,6415,3/07/2024 21:17,YJWCHg,0,0,133,39,FALSE,886,26,25,30,26
51,20,11.30031395,close,6429,3/07/2024 21:17,YJWCHg,0,0,117,38,FALSE,860,26,25,30,26
49,19,11.30740547,close,6402,3/07/2024 21:17,YJWCHg,0,0,35,40,FALSE,848,26,25,30,26
48,21,11.2947979,close,6407,3/07/2024 21:17,YJWCHg,0,0,33,38,FALSE,908,26,25,30,26
48,18,11.29401016,close,6334,3/07/2024 21:17,YJWCHg,0,0,105,38,FALSE,887,26,25,30,26
53,29,11.29716206,close,6329,3/07/2024 21:17,YJWCHg,0,0,150,45,FALSE,870,26,25,30,26
51,19,11.26977921,close,6463,3/07/2024 21:17,YJWCHg,0,0,99,40,FALSE,877,26,25,30,26
51,19,11.26347446,close,6446,3/07/2024 21:17,YJWCHg,0,0,98,40,FALSE,929,26,25,30,26
49,21,11.26997566,close,6383,3/07/2024 21:17,YJWCHg,0,0,42,40,FALSE,901,26,25,30,26
48,19,11.26603603,close,6366,3/07/2024 21:17,YJWCHg,0,0,22,39,FALSE,761,26,25,30,26
55,17,11.27864361,close,6363,3/07/2024 21:17,YJWCHg,0,0,29,40,FALSE,881,26,25,30,26
52,19,11.29558563,close,6312,3/07/2024 21:17,YJWCHg,0,0,53,39,FALSE,799,26,25,30,26
51,18,11.291646,close,6334,3/07/2024 21:18,YJWCHg,0,0,150,39,FALSE,761,26,25,30,26
50,18,11.2947979,close,6427,3/07/2024 21:18,YJWCHg,0,0,98,39,FALSE,905,26,25,30,26
50,19,11.30188942,close,6407,3/07/2024 21:18,YJWCHg,0,0,24,38,FALSE,996,26,25,30,26
51,19,11.29558563,close,6334,3/07/2024 21:18,YJWCHg,0,0,52,39,FALSE,862,26,25,30,26
49,19,11.31055832,close,6346,3/07/2024 21:18,YJWCHg,0,0,137,39,FALSE,814,26,25,30,26
48,20,11.30661774,close,6410,3/07/2024 21:18,YJWCHg,0,0,107,41,FALSE,879,26,25,30,26
50,19,11.29401016,close,6420,3/07/2024 21:18,YJWCHg,0,0,39,39,FALSE,871,26,25,30,26
50,13,11.27824974,close,6437,3/07/2024 21:18,YJWCHg,0,0,34,38,FALSE,871,26,25,30,30
48,19,11.27509785,close,6368,3/07/2024 21:18,YJWCHg,0,0,61,40,FALSE,879,26,25,30,26
49,24,11.27746201,close,6395,3/07/2024 21:18,YJWCHg,0,0,92,39,FALSE,871,26,25,30,26
49,19,11.26485348,close,6378,3/07/2024 21:18,YJWCHg,0,0,135,37,FALSE,899,26,25,30,26
49,17,11.27746201,close,6410,3/07/2024 21:18,YJWCHg,0,0,120,43,FALSE,819,26,25,30,26
51,19,11.28140163,close,6329,3/07/2024 21:18,YJWCHg,0,0,90,39,FALSE,789,26,25,30,26
50,19,11.28455353,close,6398,3/07/2024 21:18,YJWCHg,0,0,90,40,FALSE,899,26,25,30,26
48,19,11.29676819,close,6417,3/07/2024 21:18,YJWCHg,0,0,22,40,FALSE,985,26,25,30,26
51,20,11.30385971,close,6405,3/07/2024 21:19,YJWCHg,0,0,63,38,FALSE,915,26,25,30,26
48,19,11.3101635,close,6315,3/07/2024 21:19,YJWCHg,0,0,150,40,FALSE,804,26,25,30,26
50,20,11.32513618,close,6395,3/07/2024 21:19,YJWCHg,0,0,39,40,FALSE,874,26,25,30,26
48,19,11.32828808,close,6446,3/07/2024 21:19,YJWCHg,0,0,53,34,FALSE,920,26,25,30,26
49,20,11.3089819,close,6339,3/07/2024 21:19,YJWCHg,0,0,147,40,FALSE,863,26,25,30,26
49,19,11.31607342,close,6422,3/07/2024 21:19,YJWCHg,0,0,92,39,FALSE,1063,26,25,30,26
49,21,11.3101635,close,6356,3/07/2024 21:19,YJWCHg,0,0,37,40,FALSE,859,26,25,30,26
50,18,11.31567955,close,6356,3/07/2024 21:19,YJWCHg,0,0,73,38,FALSE,923,26,25,30,26
49,18,11.32277203,close,6415,3/07/2024 21:19,YJWCHg,0,0,131,40,FALSE,882,26,25,30,26
49,18,11.31646729,close,6373,3/07/2024 21:19,YJWCHg,0,0,83,38,FALSE,970,26,25,30,26
50,12,11.3101635,close,6307,3/07/2024 21:19,YJWCHg,0,0,26,39,FALSE,946,26,25,30,26
47,19,11.3101635,close,5978,3/07/2024 21:19,YJWCHg,0,0,38,39,FALSE,887,26,25,30,26
48,20,11.29873753,close,6402,3/07/2024 21:19,YJWCHg,0,0,142,40,FALSE,862,26,25,30,26
48,18,11.2947979,close,6371,3/07/2024 21:19,YJWCHg,0,0,109,39,FALSE,887,26,25,30,26
50,24,11.30425358,close,6163,3/07/2024 21:19,YJWCHg,0,0,45,39,FALSE,874,26,25,30,26
46,18,11.30661774,close,6368,3/07/2024 21:19,YJWCHg,0,0,101,40,FALSE,1094,26,25,30,26
49,19,11.31252766,close,6368,3/07/2024 21:20,YJWCHg,0,0,110,41,FALSE,859,26,25,30,26
48,19,11.29676819,close,7264,3/07/2024 21:20,YJWCHg,0,0,57,38,FALSE,866,26,25,30,26
49,19,11.30425358,close,6346,3/07/2024 21:20,YJWCHg,0,0,47,37,FALSE,868,26,25,30,26
49,19,11.30110168,close,6402,3/07/2024 21:20,YJWCHg,0,0,84,39,FALSE,873,26,25,30,26
48,19,11.2947979,close,6424,3/07/2024 21:20,YJWCHg,0,0,120,40,FALSE,903,26,25,30,26
49,21,11.291646,close,6297,3/07/2024 21:20,YJWCHg,0,0,95,42,FALSE,871,26,25,30,26
50,19,11.3166647,close,6393,3/07/2024 21:20,YJWCHg,0,0,31,41,FALSE,879,26,25,30,26
48,21,11.31745338,close,6442,3/07/2024 21:20,YJWCHg,0,0,54,40,FALSE,907,26,25,30,26
48,19,11.31154251,close,6493,3/07/2024 21:20,YJWCHg,0,0,109,39,FALSE,868,26,25,30,26
49,18,11.31548309,close,6407,3/07/2024 21:20,YJWCHg,0,0,138,37,FALSE,897,26,25,30,26
48,19,11.32178688,close,6336,3/07/2024 21:20,YJWCHg,0,0,113,38,FALSE,909,26,25,30,26
51,20,11.31508923,close,6424,3/07/2024 21:20,YJWCHg,0,0,99,39,FALSE,738,26,25,30,26
52,19,11.29026699,close,6266,3/07/2024 21:20,YJWCHg,0,0,55,40,FALSE,826,26,25,30,26
50,18,11.31390667,close,6539,3/07/2024 21:20,YJWCHg,0,0,65,38,FALSE,904,26,25,30,26
49,19,11.31705856,close,6378,3/07/2024 21:20,YJWCHg,0,0,102,39,FALSE,821,26,25,30,26
48,18,11.32021046,close,6446,3/07/2024 21:20,YJWCHg,0,0,88,39,FALSE,887,26,25,30,26
49,19,11.29125214,close,6432,3/07/2024 21:21,YJWCHg,0,0,27,39,FALSE,724,26,25,30,26
52,19,11.29125214,close,6415,3/07/2024 21:21,YJWCHg,0,0,40,39,FALSE,837,26,25,30,26
50,20,11.30543613,close,6402,3/07/2024 21:21,YJWCHg,0,0,50,40,FALSE,934,26,25,30,26
50,19,11.29519176,close,6332,3/07/2024 21:21,YJWCHg,0,0,68,38,FALSE,959,26,25,30,26
50,18,11.29873753,close,6317,3/07/2024 21:21,YJWCHg,0,0,119,39,FALSE,935,26,26,30,26
50,18,11.30543613,close,6400,3/07/2024 21:21,YJWCHg,0,0,99,39,FALSE,959,26,25,30,26
44,19,11.31055832,close,6344,3/07/2024 21:21,YJWCHg,0,0,35,39,FALSE,938,26,25,30,26
49,20,11.29401016,close,6446,3/07/2024 21:21,YJWCHg,0,0,38,38,FALSE,951,26,25,30,26
38,19,11.28770638,close,6376,3/07/2024 21:21,YJWCHg,0,0,62,41,FALSE,903,26,25,30,26
48,19,11.29401016,close,6344,3/07/2024 21:21,YJWCHg,0,0,118,38,FALSE,874,26,25,30,26
49,19,11.31528568,close,6210,3/07/2024 21:21,YJWCHg,0,0,122,39,FALSE,896,26,25,30,26
48,19,11.31528568,close,6405,3/07/2024 21:21,YJWCHg,0,0,56,40,FALSE,840,26,25,30,26
51,18,11.32296944,close,6336,3/07/2024 21:21,YJWCHg,0,0,33,39,FALSE,896,26,25,30,26
49,18,11.32927322,close,6219,3/07/2024 21:21,YJWCHg,0,0,76,39,FALSE,884,26,25,30,26
49,19,11.31390667,close,6393,3/07/2024 21:21,YJWCHg,0,0,150,40,FALSE,851,26,25,30,26
49,20,11.32336235,close,6422,3/07/2024 21:22,YJWCHg,0,0,99,35,FALSE,840,26,25,30,26
48,19,11.3276968,close,6512,3/07/2024 21:22,YJWCHg,0,0,26,39,FALSE,859,26,25,30,26
48,18,11.32375717,close,6354,3/07/2024 21:22,YJWCHg,0,0,63,38,FALSE,925,26,25,30,26
